customer_id,first_name,last_name,street,city,state,zip,closest_store_id,distance_to_store,full_address,latitude,longitude,closest_station,distance_to_station
147,Shurlocke,Newell,9 Bay Trail,Oakland,CA,94609,1,1,"9 Bay Trail, Oakland, CA 94609",37.7722192,-122.2351237,Fruitvale,0.6291821533628252
148,Marthena,Oxberry,9 Atwood Junction,Oakland,CA,94609,1,1,"9 Atwood Junction, Oakland, CA 94609",37.80182,-122.2757587,12th Street,0.2395367018087248
149,Asher,Siggery,7 Summerview Plaza,Oakland,CA,94609,1,1,"7 Summerview Plaza, Oakland, CA 94609",37.8321173,-122.2625529,MacArthur,0.3708040587560989
150,Jasmina,Shilton,669 Everett Avenue,Oakland,CA,94609,1,1,"669 Everett Avenue, Oakland, CA 94609",37.80934550000001,-122.223806,Fruitvale,2.38257280274994
151,Basilio,Syder,579 Clarendon Crossing,Oakland,CA,94609,1,1,"579 Clarendon Crossing, Oakland, CA 94609",37.812561,-122.2287834,19th Street,2.223110599189886
152,Barri,Rentoll,8819 Sycamore Plaza,Oakland,CA,94609,1,1,"8819 Sycamore Plaza, Oakland, CA 94609",37.8156019,-122.2715275,19th Street,0.5512353078344872
153,Junie,Brislawn,890 Arapahoe Court,Oakland,CA,94609,1,1,"890 Arapahoe Court, Oakland, CA 94609",37.8321173,-122.2625529,MacArthur,0.3708040587560989
154,Natalina,Dobbins,7 Old Shore Drive,Oakland,CA,94609,1,1,"7 Old Shore Drive, Oakland, CA 94609",37.819161,-122.2644791,MacArthur,0.6459106747820521
155,Vallie,Bagg,11 Green Way,Oakland,CA,94609,1,1,"11 Green Way, Oakland, CA 94609",37.8321173,-122.2625529,MacArthur,0.3708040587560989
156,Nehemiah,Grut,55 Schmedeman Point,Oakland,CA,94618,1,1,"55 Schmedeman Point, Oakland, CA 94618",37.8401783,-122.2617627,Rockridge,0.6059339609586254
157,Abrahan,Dytham,78157 Pleasure Hill,Oakland,CA,94618,1,1,"78157 Pleasure Hill, Oakland, CA 94618",37.8442243,-122.233196,Rockridge,1.0330815713182933
158,Crawford,Cope,63 Petterle Park,Oakland,CA,94618,1,1,"63 Petterle Park, Oakland, CA 94618",37.8438192,-122.2398636,Rockridge,0.6697251565442627
